kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_parm_prov,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_trans_mod,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec
8197343,K01746.01,Kepler-946 b,CONFIRMED,Done,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.791612340,0,0.0340,3.03600,4.154E+02,0.018403,3.74820,LS+MCMC,2.41,0.1002,89.94,857.0,127.75,30.200000,q1_q17_dr25_koi,20.70,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5619.00,4.264,0.1400,1.1990,0.9620,,q1_q17_dr25_stellar,300.929600,44.028790
8197406,K05486.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.154722420,0,0.9710,1.79100,2.243E+03,0.063974,0.51258,LS+MCMC,23.47,0.0609,82.81,2292.0,6522.18,7.760000,q1_q17_dr25_koi,19.70,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6996.00,3.627,-0.2000,3.3590,1.7420,,q1_q17_dr25_stellar,300.941860,44.023651
8197560,K03074.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,1.024255560,0,1.3120,2.64390,1.6317E+03,0.357521,0.08524,LS+MCMC,29.83,0.0187,38.55,1503.0,1211.99,1.678000,q1_q17_dr25_koi,40.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5337.00,4.594,-0.1800,0.7640,0.8400,,q1_q17_dr25_stellar,300.977940,44.089069
8197761,K06175.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_SATURATED,9.868695890,0,0.9840,2.87600,5.915E+03,0.115642,0.51376,LS+MCMC,21.68,0.1004,85.92,1332.0,743.72,13.830000,q1_q17_dr25_koi,15.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,7301.00,4.110,-0.3800,1.7170,1.3840,,q1_q17_dr25_stellar,301.038760,44.071098
8197767,K07871.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,0,q1_q17_dr25_sup_koi,LPP_DV---CENT_UNRESOLVED_OFFSET,1.247121237,0,1.2230,9.36300,9.667E+02,0.258652,0.02516,LS+MCMC,18.39,0.0195,16.26,1237.0,552.82,1.274000,q1_q17_dr25_koi,92.10,1,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4852.00,4.613,-0.5200,0.6510,0.6340,,q1_q17_dr25_stellar,301.039640,44.036179
8197793,K03123.01,,CANDIDATE,Done,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,15.231119500,0,0.1920,3.91000,2.691E+02,0.014945,2.12912,LS+MCMC,1.94,0.1228,89.63,800.0,96.84,29.670000,q1_q17_dr25_koi,13.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5836.00,4.316,0.1600,1.1860,1.0610,,q1_q17_dr25_stellar,301.048130,44.037689
8210018,K02762.01,Kepler-1341 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,132.995550300,0,0.7030,7.43600,1.2754E+03,0.034912,1.19696,LS+MCMC,2.51,0.4498,89.61,241.0,0.80,103.800000,q1_q17_dr25_koi,29.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4523.00,4.636,-0.1000,0.6590,0.6870,,q1_q17_dr25_stellar,280.511750,44.159351
8210370,K07872.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_SATURATED,153.725848000,0,1.2550,117.52000,5.2577E+03,0.348453,0.00011,LS+MCMC,259.36,0.5663,75.93,734.0,68.48,5.160000,q1_q17_dr25_koi,302.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4794.00,2.781,-0.2400,6.8160,1.0230,,q1_q17_dr25_stellar,280.772130,44.188740
8210721,K06991.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT,22.673145675,0,0.6050,6.63240,6.5411E+04,0.245552,0.84722,LS+MCMC,30.92,0.1515,88.78,684.0,51.67,28.448200,q1_q17_dr25_koi,912.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5619.00,4.269,-0.0200,1.1530,0.9010,,q1_q17_dr25_stellar,281.010500,44.153770
8211521,K06992.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0570,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,1.694217710,0,0.7340,4.16100,9.11E+01,0.009417,0.08168,LS+MCMC,0.74,0.0251,71.52,1274.0,621.89,2.314000,q1_q17_dr25_koi,15.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5402.00,4.591,-0.5600,0.7170,0.7310,,q1_q17_dr25_stellar,281.560420,44.184818
8211605,K03405.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST,20.979433800,0,1.2840,3.76200,2.3882E+03,0.340387,0.19081,LS+MCMC,24.76,0.1287,85.52,520.0,17.28,16.440000,q1_q17_dr25_koi,32.20,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5182.00,4.601,-0.7400,0.6660,0.6460,,q1_q17_dr25_stellar,281.606050,44.184761
8211824,K03881.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,0.841121870,0,1.0871,2.04310,7.507E+04,0.509595,1.16858,MCMC,39.34,0.0153,72.19,1514.0,1240.91,3.520000,q1_q16_koi,89.70,1,,,Mandel and Agol (2002 ApJ 580 171),,5048.00,4.571,-0.4200,0.7070,0.6790,,stellar_q1_q16,281.744600,44.169640
8212002,K02593.01,Kepler-1285 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,14.796630600,0,0.1820,5.61300,5.61E+01,0.006866,0.68638,LS+MCMC,0.98,0.1268,89.48,874.0,138.25,19.950000,q1_q17_dr25_koi,22.40,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6175.00,4.299,0.2800,1.3070,1.2440,,q1_q17_dr25_stellar,281.835330,44.155918
8212002,K02593.02,,CANDIDATE,Done,CANDIDATE,0.4980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.553913400,0,0.1420,5.26100,2.68E+01,0.004735,0.54607,LS+MCMC,0.68,0.0947,89.41,1012.0,247.86,13.812000,q1_q17_dr25_koi,13.10,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6175.00,4.299,0.2800,1.3070,1.2440,,q1_q17_dr25_stellar,281.835330,44.155918
8216763,K04838.03,,CANDIDATE,Done,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,24.072164700,0,0.9490,3.17100,1.773E+02,0.016375,0.30983,LS+MCMC,1.10,0.1409,87.43,400.0,6.08,21.200000,q1_q17_dr25_koi,6.70,3,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4352.00,4.671,-0.2000,0.6130,0.6400,,q1_q17_dr25_stellar,284.268590,44.197540
8216763,K04838.01,,CANDIDATE,Done,CANDIDATE,0.9650,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.296504400,0,0.9020,5.68000,1.334E+02,0.013087,0.06111,LS+MCMC,0.88,0.0948,83.76,488.0,13.42,8.300000,q1_q17_dr25_koi,9.10,3,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4352.00,4.671,-0.2000,0.6130,0.6400,,q1_q17_dr25_stellar,284.268590,44.197540
8216763,K04838.02,,CANDIDATE,Done,CANDIDATE,0.8040,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,6.333423090,0,1.1010,3.46000,1.233E+02,0.113908,0.00862,LS+MCMC,7.62,0.0578,65.30,625.0,36.11,2.630000,q1_q17_dr25_koi,7.50,3,3,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4352.00,4.671,-0.2000,0.6130,0.6400,,q1_q17_dr25_stellar,284.268590,44.197540
8218274,K01064.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.5570,0,1,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.187352427,0,1.2220,4.99900,2.0703E+04,0.414215,0.08194,LS+MCMC,67.35,0.0236,48.04,2251.0,6067.30,1.827800,q1_q17_dr25_koi,717.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6424.00,4.186,-0.0600,1.4890,1.2430,,q1_q17_dr25_stellar,285.063350,44.167885
8218379,K01920.01,Kepler-1014 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.570992650,0,0.5500,2.90520,6.449E+02,0.023913,3.67040,LS+MCMC,2.03,0.1210,89.16,614.0,33.53,37.600000,q1_q17_dr25_koi,40.90,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5483.00,4.589,-0.2200,0.7790,0.8650,,q1_q17_dr25_stellar,285.122040,44.110600
8218379,K01920.02,,CANDIDATE,Done,CANDIDATE,0.8470,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.138469100,0,0.2070,4.02600,9.28E+01,0.008748,1.26294,LS+MCMC,0.74,0.0872,89.37,723.0,64.55,19.000000,q1_q17_dr25_koi,9.10,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5483.00,4.589,-0.2200,0.7790,0.8650,,q1_q17_dr25_stellar,285.122040,44.110600
8219268,K02133.02,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0290,1,0,0,0,q1_q17_dr25_sup_koi,INDIV_TRANS_RUBBLE_SKYE_ZUMA---MOD_NONUNIQ_ALT,43.501748000,0,0.9090,10.75500,1.671E+02,0.014870,0.02719,LS+MCMC,10.10,0.2587,86.27,996.0,232.53,13.960000,q1_q17_dr25_koi,9.50,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4604.00,2.936,0.3000,6.2210,1.2180,,q1_q17_dr25_stellar,285.672880,44.116730
8219268,K02133.01,Kepler-91 b,CONFIRMED,Done,CANDIDATE,0.0590,0,0,0,0,q1_q17_dr25_sup_koi,LPP_DV,6.246675470,0,0.8770,11.26100,3.968E+02,0.021978,0.00678,LS+MCMC,14.93,0.0709,68.65,1902.0,3095.83,2.410000,q1_q17_dr25_koi,63.60,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4604.00,2.936,0.3000,6.2210,1.2180,,q1_q17_dr25_stellar,285.672880,44.116730
8219673,K00419.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,20.131477716,0,1.2790,3.28060,8.2432E+03,0.391955,0.79745,LS+MCMC,39.89,0.1458,87.15,670.0,47.49,25.760000,q1_q17_dr25_koi,427.50,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6003.00,4.507,-0.1400,0.9320,1.0190,,q1_q17_dr25_stellar,285.891240,44.181728
8222395,K07873.01,,CANDIDATE,Done,CANDIDATE,0.9650,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.931887680,0,0.2560,1.08700,3.78E+01,0.005680,11.71282,LS+MCMC,0.57,0.0304,88.89,1427.0,977.65,13.220000,q1_q17_dr25_koi,8.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5896.00,4.516,-0.1000,0.9140,1.0000,,q1_q17_dr25_stellar,287.370390,44.187988
8222627,K04098.01,,CANDIDATE,Done,CANDIDATE,0.9930,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.121733366,0,0.4640,1.03200,8.43E+01,0.008523,6.25868,LS+MCMC,2.39,0.0222,86.44,2384.0,7641.15,7.470000,q1_q17_dr25_koi,13.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5023.00,3.682,0.0400,2.5710,1.1570,,q1_q17_dr25_stellar,287.503750,44.167259
8222813,K01069.01,Kepler-760 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.704205250,0,0.5000,2.93850,1.0749E+03,0.030316,2.12083,LS+MCMC,2.86,0.0772,88.60,748.0,74.13,20.400000,q1_q17_dr25_koi,74.00,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5074.00,4.474,0.1600,0.8630,0.8090,,q1_q17_dr25_stellar,287.593200,44.179420
8222813,K01069.02,Kepler-760 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.466970390,0,0.5740,1.63450,3.087E+02,0.016558,2.84151,LS+MCMC,1.56,0.0333,86.61,1139.0,398.42,9.710000,q1_q17_dr25_koi,29.50,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5074.00,4.474,0.1600,0.8630,0.8090,,q1_q17_dr25_stellar,287.593200,44.179420
8223328,K01767.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,35.516192190,0,8.4670,2.50000,1.0984E+04,7.564549,41.31467,LS+MCMC,719.49,0.2032,86.54,504.0,15.20,140.200000,q1_q17_dr25_koi,85.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5514.00,4.505,-0.0600,0.8710,0.8830,,q1_q17_dr25_stellar,287.856900,44.102798
8223445,K05487.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,48.813012300,0,0.0608,1.53800,7.02E+02,0.024374,120.96581,MCMC,2.95,0.2713,89.95,553.0,22.17,247.900000,q1_q16_koi,8.80,1,1,q1_q16_tce,Mandel and Agol (2002 ApJ 580 171),,6202.00,4.395,0.0000,1.1100,1.1130,,stellar_q1_q16,287.918610,44.121300
8223568,K06176.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,143.096880000,0,0.1129,17.74000,1.25E+02,0.010343,0.21871,MCMC,1.48,0.5927,89.95,441.0,8.94,61.900000,q1_q16_koi,6.40,2,2,q1_q16_tce,Mandel and Agol (2002 ApJ 580 171),,6725.00,4.335,0.0700,1.3100,1.3540,,stellar_q1_q16,287.985600,44.147202
8223568,K06176.02,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,73.456757300,,,2.74000,,,,none,,,,,,,q1_q16_koi,,2,3,q1_q16_tce,,,,,,,,,,287.985600,44.147202
8223655,K05488.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_FEW_DIFFS,280.160495600,0,1.0400,2.86370,1.2946E+04,0.220656,26.30519,LS+MCMC,19.25,0.8057,89.88,237.0,0.74,478.000000,q1_q17_dr25_koi,54.50,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5387.00,4.581,-0.0600,0.7990,0.8920,,q1_q17_dr25_stellar,288.026150,44.118858
8226050,K01910.01,Kepler-1010 b,CONFIRMED,Done,CANDIDATE,0.9950,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,34.268574100,0,0.6770,4.82510,6.993E+02,0.025590,1.17744,LS+MCMC,2.44,0.1930,89.07,477.0,12.20,41.800000,q1_q17_dr25_koi,38.20,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5083.00,4.468,0.1800,0.8720,0.8150,,q1_q17_dr25_stellar,289.192630,44.149319
8226050,K01910.02,,CANDIDATE,Done,CANDIDATE,0.9490,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.384833100,0,0.7110,3.54500,1.518E+02,0.012082,1.30075,LS+MCMC,1.15,0.1274,88.57,587.0,27.99,28.500000,q1_q17_dr25_koi,10.30,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5083.00,4.468,0.1800,0.8720,0.8150,,q1_q17_dr25_stellar,289.192630,44.149319
8226720,K08154.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0360,1,0,0,0,q1_q17_dr25_sup_koi,INCONSISTENT_TRANS---CENT_FEW_DIFFS,391.330680000,0,0.5080,12.37000,2.772E+02,0.015737,1.18593,LS+MCMC,1.68,1.0467,89.86,274.0,1.33,212.500000,q1_q17_dr25_koi,10.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6428.00,4.457,-0.5400,0.9770,0.9980,,q1_q17_dr25_stellar,289.482700,44.178890
8226994,K00906.01,Kepler-250 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,7.156815520,0,0.4500,2.58820,8.67E+02,0.026979,2.74384,LS+MCMC,2.47,0.0675,88.68,782.0,88.23,19.510000,q1_q17_dr25_koi,47.70,3,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5029.00,4.494,0.1400,0.8380,0.7980,,q1_q17_dr25_stellar,289.594760,44.141949
8226994,K00906.02,Kepler-250 d,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,17.648308510,0,0.6530,2.08730,7.633E+02,0.026581,8.12503,LS+MCMC,2.43,0.1232,89.27,579.0,26.49,51.100000,q1_q17_dr25_koi,23.80,3,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5029.00,4.494,0.1400,0.8380,0.7980,,q1_q17_dr25_stellar,289.594760,44.141949
8226994,K00906.03,Kepler-250 b,CONFIRMED,Done,CANDIDATE,0.9570,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,4.148107190,0,0.0930,2.53500,1.752E+02,0.011755,2.20456,LS+MCMC,1.08,0.0469,89.58,938.0,182.76,12.610000,q1_q17_dr25_koi,12.90,3,3,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5029.00,4.494,0.1400,0.8380,0.7980,,q1_q17_dr25_stellar,289.594760,44.141949
8227086,K06993.01,,CANDIDATE,Done,CANDIDATE,0.9450,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.808633100,0,0.0290,3.61300,2.071E+02,0.013064,2.56528,LS+MCMC,1.09,0.1038,89.94,659.0,44.50,29.600000,q1_q17_dr25_koi,9.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5515.00,4.568,-0.4400,0.7610,0.7820,,q1_q17_dr25_stellar,289.622920,44.104431
8227464,K06994.01,,CANDIDATE,Done,CANDIDATE,0.9940,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.259078410,0,0.3620,4.51300,2.81E+01,0.004852,0.32638,LS+MCMC,0.70,0.0504,86.94,1253.0,583.12,6.790000,q1_q17_dr25_koi,11.50,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5560.00,4.173,0.1000,1.3160,0.9420,,q1_q17_dr25_stellar,289.771210,44.139969
8227661,K02826.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---CENT_RESOLVED_OFFSET,1.853739240,0,0.5510,1.81600,3.486E+02,0.017860,1.66594,LS+MCMC,0.23,0.0134,85.29,345.0,3.36,6.710000,q1_q17_dr25_koi,18.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,2661.00,5.283,0.0000,0.1160,0.0940,,q1_q17_dr25_stellar,289.847720,44.185783
8229048,K06995.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT,2.739477089,0,1.1890,3.18229,3.2096E+04,0.437751,0.41187,LS+MCMC,50.48,0.0395,77.44,1475.0,1120.19,5.467000,q1_q17_dr25_koi,593.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6469.00,4.431,-0.3200,1.0560,1.0950,,q1_q17_dr25_stellar,290.290500,44.134239
8229361,K05489.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,370.462620000,0,0.2421,9.54100,3.479E+02,0.017231,3.46898,MCMC,2.03,1.0335,89.95,284.0,1.53,293.000000,q1_q16_koi,12.10,1,1,q1_q16_tce,Mandel and Agol (2002 ApJ 580 171),,6295.00,4.401,-0.1600,1.0800,1.0650,,stellar_q1_q16,290.398220,44.170380
8229458,K02238.01,Kepler-1152 b,CONFIRMED,Done,CANDIDATE,0.9970,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.646801683,0,0.1290,1.19660,2.842E+02,0.015430,8.32289,LS+MCMC,0.86,0.0223,89.30,806.0,99.80,10.610000,q1_q17_dr25_koi,25.20,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,3810.00,4.753,-0.0200,0.5130,0.5430,,q1_q17_dr25_stellar,290.434020,44.107651
8229696,K01072.01,Kepler-761 b,CONFIRMED,Done,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.128051580,0,0.7530,3.51700,4.774E+02,0.021740,0.64922,LS+MCMC,1.95,0.0874,87.16,767.0,81.77,15.210000,q1_q17_dr25_koi,38.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5676.00,4.548,-0.3000,0.8200,0.8650,,q1_q17_dr25_stellar,290.503600,44.143581
8230616,K01713.02,Kepler-316 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.240486703,0,0.4610,1.39880,4.363E+02,0.019474,5.22057,LS+MCMC,1.22,0.0281,87.63,837.0,115.98,11.150000,q1_q17_dr25_koi,33.80,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4198.00,4.689,-0.3200,0.5740,0.5870,,q1_q17_dr25_stellar,290.826020,44.184109
8230616,K01713.01,Kepler-316 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.827781570,0,0.3360,2.37260,5.458E+02,0.021440,3.87486,LS+MCMC,1.34,0.0590,89.09,577.0,26.31,21.220000,q1_q17_dr25_koi,32.20,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4198.00,4.689,-0.3200,0.5740,0.5870,,q1_q17_dr25_stellar,290.826020,44.184109
8230809,K06055.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.4290,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,4.078355243,0,0.3680,6.46490,3.6133E+04,0.176679,0.18285,LS+MCMC,16.73,0.0470,86.12,1113.0,362.07,5.438000,q1_q17_dr25_koi,310.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5872.00,4.481,-0.5200,0.8670,0.8300,,q1_q17_dr25_stellar,290.891720,44.168850
8231299,K07874.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---CENT_KIC_POS,0.562273947,0,0.6620,3.15720,6.7E+01,0.007913,0.13535,LS+MCMC,0.73,0.0121,59.73,2083.0,4412.19,1.313000,q1_q17_dr25_koi,52.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5632.00,4.450,-0.5800,0.8470,0.7360,,q1_q17_dr25_stellar,291.064180,44.170399
8231667,K03494.01,Kepler-1926 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,42.877416900,0,0.0200,1.99100,1.0688E+03,0.029346,49.97101,LS+MCMC,2.67,0.2197,89.99,451.0,9.80,169.300000,q1_q17_dr25_koi,14.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5256.00,4.483,-0.1600,0.8320,0.7680,,q1_q17_dr25_stellar,291.198820,44.166241
8231877,K06996.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED,1.307761491,0,1.2370,2.22271,1.3941E+04,0.396962,0.35977,LS+MCMC,29.17,0.0203,67.20,1298.0,671.75,3.192100,q1_q17_dr25_koi,531.50,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5112.00,4.596,-0.6400,0.6730,0.6510,,q1_q17_dr25_stellar,291.266970,44.197269
8233326,K04834.01,,CANDIDATE,Done,CANDIDATE,0.8640,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.740991440,0,0.2220,5.42800,3.43E+01,0.005233,0.18991,LS+MCMC,1.85,0.0547,87.56,1733.0,2129.07,5.200000,q1_q17_dr25_koi,12.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5110.00,3.611,0.2800,3.2310,1.5540,,q1_q17_dr25_stellar,291.794650,44.193531
8233702,K02140.01,Kepler-1116 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,41.697758200,0,0.0180,5.51300,6.848E+02,0.023750,2.25165,LS+MCMC,2.26,0.2330,89.98,488.0,13.45,59.150000,q1_q17_dr25_koi,27.70,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5730.00,4.545,-0.0600,0.8700,0.9680,,q1_q17_dr25_stellar,291.933650,44.115501
8233802,K03302.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0010,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,69.378859700,0,0.5390,3.80700,5.304E+02,0.021708,6.93178,LS+MCMC,2.07,0.3241,89.74,421.0,7.40,120.800000,q1_q17_dr25_koi,16.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5806.00,4.529,-0.1800,0.8740,0.9430,,q1_q17_dr25_stellar,291.972530,44.129990
